participant,intro_question1_1,LAge_1,LSex_1,LMotherLanguage_1,LStudyWork_1,LHearingDisabilitiesKnown_1,LHearingDisabilitiesKind_1,LHearingDisabilitiesConstraint_1,StartRatingExperiment_1,afterExp1AllSoundsPlayed_1,afterExp2InstructionsClear_1,afterExp3RatingEvaluation_1,afterExp3RatingEvaluation_2,afterExp3RatingEvaluation_3,afterExp3RatingEvaluation_4,afterExp3RatingEvaluation_5,afterExp3RatingEvaluation_6,afterExp3RatingEvaluation_7,afterExp3RatingEvaluation_8,afterExp4Strategy_1,LPartCode_1,LPartCode_2,LPartCode_3,LPartCode_4,LPartCode_5,LPartCode_6,Anmerkungen_1,CLIENT_start,TIME_start,TIME_end,TIME_total
s.0001848a-222e-4251-969b-b72c0a43d5b6.txt,03032025,21,1,1,"Psychologie (HF, 3)",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-1426.data.0001848a-222e-4251-969b-b72c0a43d5b6.txt,1,Instruktionen waren verständlich ~~,3,4,2,5,2,3,5,2,"Am Ende habe ich primär auf die Betonung geachtet, ansonsten hatte ich keine Strategie",L,I,B,1,2,A,"",2025-02-05-15-09,2025-03-05-14-04,2025-03-05-14-30,26
s.00b8bbd5-9fb0-4999-839c-4c78d3862cd2.txt,03032025,23,2,1,"HF, 6",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-1002.data.00b8bbd5-9fb0-4999-839c-4c78d3862cd2.txt,1,"",3,4,3,5,2,3,4,3,wenn tiefer stimmenkling zum silbenende eher aggressiv wütend konnotiert,A,R,F,7,4,Y,"",2025-02-04-10-42,2025-03-04-09-42,2025-03-04-10-05,23
s.1cb45771-e649-4ec1-98af-7d0064dffd50.txt,03032025,"","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-03-11-58,2025-03-03-10-57,"",""
s.22a7fb0a-dd3a-42f2-bdbd-2f330f0a3354.txt,03032025,22,1,1,Psychologie (HF),1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-06-0929.data.22a7fb0a-dd3a-42f2-bdbd-2f330f0a3354.txt,1,"",5,3,2,5,1,3,5,1,"",E,H,M,5,8,L,"",2025-02-06-10-02,2025-03-06-09-02,2025-03-06-09-33,31
s.28148a1e-96d2-4c0a-8a38-d3adfd7ea2ec.txt,03032025,25,1,1,HF B.Sc. Psychologie ,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-1257.data.28148a1e-96d2-4c0a-8a38-d3adfd7ea2ec.txt,1,War alles klar,2,4,4,4,2,2,4,2,"Manche klangen, als würden sie jemanden rufen, der etwas angestellt hat. Die hab ich wütend verortet. Alle Stimmen, die am Ende hochgehen, wie bei einer Frage, aber nicht wie gerufen klingen hab ich als ängstlich bezeichnet.",A,I,B,3,3,L,"",2025-02-04-13-36,2025-03-04-12-36,2025-03-04-13-01,25
s.2a389258-bac2-4156-afea-a157da06716e.txt,03032025,25,1,1,"Psychologie, 5",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-1459.data.2a389258-bac2-4156-afea-a157da06716e.txt,1,"",4,3,3,4,2,2,4,2,"",N,N,B,7,2,L,"",2025-02-04-15-35,2025-03-04-14-35,2025-03-04-15-01,26
s.30350cbf-f7b7-4eeb-8d95-713daf85a6df.txt,03032025,24,1,1,"M.Sc. Psychologie, 5",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-02-24-1410.data.30350cbf-f7b7-4eeb-8d95-713daf85a6df.txt,1,"",4,3,3,5,2,4,5,2,"Ich hatte das Gefühl, die Stimmen, die bei dem roten Kreuz kamen waren jeweils einmal wütend und einmal ängstlich. Ich habe versucht mich danach zu richten. ","","","","","","",Isabell ,2025-01-24-14-42,2025-02-24-13-42,2025-02-24-14-14,32
s.303e2391-f1fa-4734-a4ec-0d7cd202d111.txt,03032025,20,1,1,"HF Psychologie, 1",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1454.data.303e2391-f1fa-4734-a4ec-0d7cd202d111.txt,1,-alle Instruktionen verständlich ~~-keine Fragen ,4,3,2,4,1,3,2,1,"-ich habe mir die Person, die das Pseudowort ausspricht vorgestellt und mit überlegt ob eine ängstlche oder wütende Situation besser passen würde ~~-ich habe versucht auf die Klangfarbe zu achten, aber das traf nicht immer zu ",N,O,B,7,0,E,"",2025-02-03-15-29,2025-03-03-14-29,2025-03-03-14-59,30
s.3491db5c-18ba-4bcf-be7f-fedf05e69165.txt,03032025,20,1,1,"Psychologie, 5",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-1016.data.3491db5c-18ba-4bcf-be7f-fedf05e69165.txt,1,"",4,3,2,5,1,4,5,2,"",I,G,S,0,8,A,Ich fand die Einschätzung bei den weiblichen Stimuli um einiges schwieriger,2025-02-05-10-53,2025-03-05-09-53,2025-03-05-10-19,26
s.3b418a6b-5de9-4940-a029-478b3e96ca8b.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-03-21-06,2025-03-03-20-06,"",""
s.3e8f148c-ba37-404a-a77d-fff71df94405.txt,03032025,28,1,1,Pädagogische Fachkraft,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-1733.data.3e8f148c-ba37-404a-a77d-fff71df94405.txt,1,"",4,3,3,4,2,2,5,2,"",O,I,K,8,4,T,"",2025-02-04-18-09,2025-03-04-17-09,2025-03-04-17-36,27
s.416471f0-5ef9-4489-b5db-0f5574782425.txt,03032025,23,3,1,"Soziologie HF 9, Psychologie NF 7",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-0929.data.416471f0-5ef9-4489-b5db-0f5574782425.txt,1,nein,5,3,2,3,2,4,3,2,augen zu machen hat geholfen~~bei neutralen tiefen Stimmen habe ich eher wütend geklickt und bei neutralen hohen stimmen eher ängstlich (--> geschlechtsbezogene Sozialisation),A,W,H,5,9,H,"",2025-02-04-10-08,2025-03-04-09-08,2025-03-04-09-32,24
s.4396c4ec-5009-4ab3-b3a1-64daf374a6ea.txt,03032025,25,1,1,"HF Psychologie, 5",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1242.data.4396c4ec-5009-4ab3-b3a1-64daf374a6ea.txt,1,"Intruktionen waren deutlich, wurden oft genug wiederholt",4,2,1,4,1,2,5,1,"Ich habe auf Tonlage und Geschwindigkeit geachtet, für mich klangen die Wörter nach kurzer Zeit zum Teil wie Namen und ich habe versucht raus zuhören ob die Person eher ängstlich/leidend klingt oder forsch wütend würde er oder sie grade einen Namen aussprechen",E,I,E,4,9,E,"",2025-02-03-13-14,2025-03-03-12-14,2025-03-03-12-46,32
s.479d9128-9537-4ae6-b199-d36b2de9d694.txt,03032025,18,1,1,"Soziologie/Psychologie, 1",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1325.data.479d9128-9537-4ae6-b199-d36b2de9d694.txt,1,war alles verständlich,4,3,2,5,1,3,5,1,an der Betonung bzw. Aussprache der Vokale orientiert,E,T,L,6,8,O,"",2025-02-03-14-01,2025-03-03-13-01,2025-03-03-13-29,28
s.47deadb1-6f17-4a17-ba03-f25a59783c7d.txt,03032025,19,1,1,"Psychologie, HF, 1.Semester",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1424.data.47deadb1-6f17-4a17-ba03-f25a59783c7d.txt,1,"alles sehr selbsterklärend; 2. Instruktion während des Hauptteils nicht zwingend nötig; etwas unklar, wann Hauptdurchgang beginnt, da 2 Übungsdurchgänge ",5,3,2,4,1,5,5,1,"abhängig davon, was ich vorher gedrückt habe die neutral klingenden Stimmen bewertet",O,U,W,0,8,A,"sehr positive Instruktionen, sodass man gleich viel Spaß an der Teilnahme hatte",2025-02-03-12-23,2025-03-03-14-03,2025-03-03-14-31,28
s.48771e08-9557-4311-8569-da45e127f7aa.txt,03032025,26,2,1,Psychologie B.Sc.,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-1426.data.48771e08-9557-4311-8569-da45e127f7aa.txt,1,"",3,4,4,5,2,4,4,2,"",N,I,L,4,9,U,"",2025-02-04-14-06,2025-03-04-13-06,2025-03-04-14-31,85
s.4bbbe225-ce9a-4624-a968-c25a120efd2d.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-06-08-16,2025-03-06-07-16,"",""
s.4d06de39-c55c-4930-974d-701c6d73936b.txt,03032025,21,1,1,"Psychologie (HF, M.Sc.)",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-02-21-1637.data.4d06de39-c55c-4930-974d-701c6d73936b.txt,1,Die Instruktionen waren verständlich. ,4,3,2,4,1,3,4,1,"Ich habe Stimmen, die zum Ende des Wortes höher wurden, als ängstlich eingestuft und sicher klingende Stimmen als wütend. Letzteres manchmal nicht, weil sie wütend klangen, sondern einfach, weil sie nicht-ängstlich klangen.","","","","","","",Selin ,2025-01-21-17-05,2025-02-21-16-05,2025-02-21-16-45,40
s.4d59613a-782b-40d3-8fb7-e2168bbc17b6.txt,03032025,21,1,1,"Psychologie HF, Fachsemester 3",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-2004.data.4d59613a-782b-40d3-8fb7-e2168bbc17b6.txt,1,manche Stimmen kamen zweimal hintereinander genau gleich,5,2,3,5,1,2,5,1,klang es fragend -> ängstlich~~klang es fordernd -> wütend,I,S,H,1,7,N,"",2025-02-05-20-41,2025-03-05-19-41,2025-03-05-20-09,28
s.4fa718e8-5e3d-4d48-880c-ee5ba34fc95a.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-03-13-14,2025-03-03-12-14,"",""
s.51fea961-4381-4b6b-b814-bcfcce9acf49.txt,03032025,21,1,1,Psychologie ,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-0939.data.51fea961-4381-4b6b-b814-bcfcce9acf49.txt,1,-,2,4,3,4,2,1,4,2,-,A,T,B,5,8,E,"war extrem lang und sehr monoton, macht leider kein spaß ",2025-02-05-10-12,2025-03-05-09-12,2025-03-05-09-42,30
s.6ef94f83-a132-4ed6-afdd-cc01d671c236.txt,03032025,23,1,1,"Psychologie B.Sc. , 5. FS",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-1735.data.6ef94f83-a132-4ed6-afdd-cc01d671c236.txt,1,Instruktionen waren verständlich! ,3,3,2,4,1,1,4,3,"Leiser und länger gesprochenes war für mich eher ängstlich konnotiert. Fand es aber äußerst schwierig, da Wut ja oft auch auf Angst basiert? ",A,L,E,1,9,E,"",2025-02-05-18-11,2025-03-05-17-11,2025-03-05-17-37,26
s.720bad2b-bff6-4498-91f5-ba309a26bd03.txt,03032025,19,1,1,Erziehungswissenschaft/Psychologie im jetzt kommenden 2. FS,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-06-1357.data.720bad2b-bff6-4498-91f5-ba309a26bd03.txt,1,"- anfangs konnte ich nicht genau einschätzen, wie viel Zeit man zum reagieren hat~~- der Rest war sehr verständlich",5,3,2,5,1,5,5,1,"- im Laufe des Experiments habe ich immer mehr den Fokus auf die Stimmen gelegt als auf meine Reaktionszeit~~- meine bewertung hat sich nach dem gefühl, welches die Stimme ausgedrückt hat, gerichtet ",E,A,B,1,1,V,"Das Feld ""Bitte reagieren sie schneller"" kam meiner Meinung nach zu schnell und hat dafür gesorgt, dass man sich mehr auf die Reaktionszeit als auf die eigntliche Bewertung der Stimmen fokussiert. ",2025-02-06-14-31,2025-03-06-13-31,2025-03-06-14-04,33
s.75050aa7-31e9-4e7b-a06f-2750e84a0523.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-06-12-18,2025-03-06-11-18,"",""
s.751eda21-9072-44cd-bee0-6000a6c26fc3.txt,03032025,23,1,1,HF Psychologie,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-1217.data.751eda21-9072-44cd-bee0-6000a6c26fc3.txt,1,es war alles verständlich,5,3,2,5,1,4,5,1,"manchmal habe ich versucht, mir die Stimmen in einem bestimmten Szenario vorzustellen und Gesichtsausdürcke zu visualisieren",E,R,N,1,7,I,"",2025-02-04-12-55,2025-03-04-11-55,2025-03-04-12-20,25
s.7efb7698-869e-4b60-9aad-22f05b1f820f.txt,03032025,21,3,1,"Psychologie B. Sc., 5. Semester",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-2202.data.7efb7698-869e-4b60-9aad-22f05b1f820f.txt,3,DIe Instruktionen waren klar formuliert und verständlich.,4,3,2,5,1,3,5,2,"Ich habe nur diejenigen Stimmen als ängstlich klassifiziert, die offensichtlich ängstlich klangen. Bei allen anderen, also auch denen bei denen ich mir mitunter unsicher war (viele Stimmen hätten meinem Eindruck nach sowohl ängstlich als auch wütend sein können), habe ich wütend angegeben.",O,L,N,7,4,H,"",2025-02-03-22-37,2025-03-03-21-37,2025-03-03-22-12,35
s.80468fd8-1e20-413c-b5c7-6296b00b7309.txt,03032025 ,21,1,1,Psychologie HF 7. Semester,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-0844.data.80468fd8-1e20-413c-b5c7-6296b00b7309.txt,1,ja waren verständlich nur ich hab immer schneller geklickt als man konnte und dann war es verzägert,4,2,1,4,2,2,4,1,"",A,I,B,4,8,I,"",2025-02-05-09-26,2025-03-05-08-26,2025-03-05-08-46,20
s.81a11fb3-5551-4648-9a1c-8f69bdf29d8f.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-03-16-09,2025-03-03-15-09,"",""
s.859c798c-5f9d-4281-9203-cd0f0f9a1c7d.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-06-12-23,2025-03-06-11-23,"",""
s.8aea7eeb-8dd6-4f29-9a49-cf129f782d9f.txt,03032025,20,1,1,"Kommunikationswissenschaft/ Psychologie, 1.",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1300.data.8aea7eeb-8dd6-4f29-9a49-cf129f782d9f.txt,1,es war alles verständlich,5,3,2,5,2,4,4,1,"",R,L,L,2,7,E,"",2025-02-03-13-28,2025-03-03-12-28,2025-03-03-13-04,36
s.98a45ba0-245c-4231-bbca-1521bd969fb9.txt,03032025,28,1,1,Psychologie B.Sc. 5. FS,1,"","","","","","","","","","","","","","","","","","","","","",2025-02-03-12-31,2025-03-03-11-31,"",""
s.9a15fbba-a1d3-46fa-97fe-11b42c2e9957.txt,31022025,"","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-04-19-30,2025-03-04-18-30,2025-03-04-18-31,1
s.9befba56-086d-4aa4-afec-97d32586212e.txt,03032025,20,1,1,"Studium Psychologie, 6. Semester",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-1738.data.9befba56-086d-4aa4-afec-97d32586212e.txt,1,alles war verständlich und kam mir so wie gewollt vor,4,2,3,5,1,4,4,2,wenn stimmen neutral klangen habe ich sie eher mit wütend assoziiert als ängstlich,I,I,B,1,0,A,"",2025-02-05-18-19,2025-03-05-17-19,2025-03-05-17-40,21
s.9c2550bf-bf50-4bbc-86c3-7491929786ae.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-03-16-29,2025-03-03-15-29,"",""
s.a50fe9a7-7837-4d95-a188-978125ed6065.txt,03032025,33,1,1,Psychologie,1,"","","","","","","","","","","","","","","","","","","","","",2025-02-03-19-49,2025-03-03-18-49,"",""
s.ad2dc8a2-0856-4e20-93a1-126794e12bc4.txt,03032025,24,1,1,"Psychologie, 4",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-02-21-0845.data.ad2dc8a2-0856-4e20-93a1-126794e12bc4.txt,1,"Hat alles gepasst. ALs das rote Fixationskreuz eingeführt wurde, war für mich nicht direkt verständlich, was passieren würde, aber durch den Übungsdurchgang wurde es dann klar, daher denke ich, dass es passt. Minimale Anmerkung: Ganz zu Anfang wurde nach Arbeit/Studium in HF/NF gefragt. Falls Personen mitmachen, die nicht studieren/studiert haben, könnte das verwirrend sein. Vielleicht könnte man das ausschreiben oder ""falls Studium:"" oder Ähnliches ergänzen. (Selbst ich musste kurz überlegen, was gemeint ist)",2,3,2,5,1,1,5,4,Nein. Bewertung nach Gefühl.,"","","","","","",Bernadette,2025-01-21-09-23,2025-02-21-08-23,2025-02-21-08-50,27
s.b30f5574-0002-4f6e-b74a-e49e9d3f5672.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-06-12-21,2025-03-06-11-21,2025-03-06-11-22,1
s.b3d0351a-3d77-4098-8fea-349e7e9f73e1.txt,03032025,30,1,1,"Psychologie, 6.Semester",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1515.data.b3d0351a-3d77-4098-8fea-349e7e9f73e1.txt,1,Unterscheidung teilweise schwierig,5,4,2,4,2,4,4,1,bestimmt/ genervt zu wütend,A,Ä,U,2,2,N,"",2025-02-03-15-48,2025-03-03-14-48,2025-03-03-15-21,33
s.b6d3dcdd-bd0a-4d6c-b112-9ecf7fb20220.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2025-02-04-19-31,2025-03-04-18-31,2025-03-04-18-31,0
s.bacb86b3-6e34-43e4-a9c8-c7c50e5eee7f.txt,03032025 ,22,1,1,Psychologie 2. Fachsemester ,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1515.data.bacb86b3-6e34-43e4-a9c8-c7c50e5eee7f.txt,1,Es war alles jeder Zeit verständlich und ich wusste was zu tun ist.,4,3,3,4,2,3,4,2,"oftmals habe ich mich wahrscheinlich von den zuvor gehörten stimmen leiten lassen, besonders wenn mir die Stimme neutral vor kam ",N,L,A,4,3,N,"",2025-02-03-15-54,2025-03-03-14-54,2025-03-03-15-18,24
s.c68fd077-80e7-43f5-8820-cdc0f4b40040.txt,03032025,22,1,1,"Politikwissenschaften/Psychologie, 3",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1221.data.c68fd077-80e7-43f5-8820-cdc0f4b40040.txt,1,"",3,4,4,4,3,4,5,3,Betonung der einzelnen Laute,I,E,B,8,2,N,"",2025-02-03-13-00,2025-03-03-12-00,2025-03-03-12-23,23
s.cbbb563b-8b6f-4820-bac4-92afa25ac151.txt,03032025,23,1,1,Studentin,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-1622.data.cbbb563b-8b6f-4820-bac4-92afa25ac151.txt,1,"",4,3,2,4,2,4,4,2,"Tonhöhe, da bei den ängstlichen Stimmen die stimme am Ende des wortes manchmal nach oben ging",L,V,B,6,2,E,"",2025-02-05-16-59,2025-03-05-15-59,2025-03-05-16-27,28
s.cd3a1065-c55b-4de8-a7d5-61d1b1d0fc72.txt,03032025,33,1,1,"Psychologie, 5. FS",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-0941.data.cd3a1065-c55b-4de8-a7d5-61d1b1d0fc72.txt,1,"",4,3,3,5,1,4,5,1,"",O,T,L,0,2,Y,"",2025-02-04-10-23,2025-03-04-09-23,2025-03-04-09-43,20
s.d21f786a-1dd3-4282-85f5-6ddfb76cbe8c.txt,03032025,21,1,1,"Psychologie, 5",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1712.data.d21f786a-1dd3-4282-85f5-6ddfb76cbe8c.txt,1,- es war alles super,4,3,3,5,1,4,5,2,- Lautstärke~~- Klang~~- wie lang Wort gezogen wurde,E,H,P,3,4,A,"",2025-02-03-17-43,2025-03-03-16-43,2025-03-03-17-15,32
s.d47e8ecf-da8a-4f66-b5ad-1cb77196387f.txt,03032025,19,1,1,Psychologie,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-0011.data.d47e8ecf-da8a-4f66-b5ad-1cb77196387f.txt,1,alles eindeutig,5,3,2,5,1,5,5,1,"ich habe versucht die Stimmen in Relation zueinander zu stellen und zu vergleichen und darauf geachtet, ob die Stimme am Ende des Wortes hoch geht",D,R,D,9,7,R,"",2025-02-05-00-48,2025-03-04-23-48,2025-03-05-00-16,28
s.d59e2f51-f67b-4080-a9ec-30e9078321e4.txt,03032025,21,1,1,"Psychologie (HF, 5)",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1233.data.d59e2f51-f67b-4080-a9ec-30e9078321e4.txt,2,Instruktionen waren verständlich,3,3,2,5,1,3,4,2,"Nein, ich habe versucht, immer intuitiv zu antworten",E,M,J,4,8,N,"",2025-02-03-13-12,2025-03-03-12-12,2025-03-03-12-36,24
s.d5b07727-60a9-4d9f-8b84-a4714a557e55.txt,03032025,29,1,3,"Psychologie,I",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-06-1904.data.d5b07727-60a9-4d9f-8b84-a4714a557e55.txt,2,"Ja, manchmal wurde keine Stimme abgegeben und trotzdem eine Bewertung angefordert; in solchen Fällen habe ich die vorherige Stimme erneut bewertet.",5,2,2,4,1,3,4,1,Tonalität und Tiefe der Stimmen haben meine Bewertungen beeinflußt.,A,V,T,9,3,I,"",2025-02-06-19-40,2025-03-06-18-40,2025-03-06-19-08,28
s.da9e2dc4-6293-4f97-af8e-14ceb2dfb0d3.txt,03032025,29,1,1,HF Psychologie,1,"","","","","","","","","","","","","","","","","","","","","",2025-02-06-19-19,2025-03-06-18-19,"",""
s.dc66ff5d-93ec-4f58-880f-97a357f1647c.txt,03032025 ,28,1,1,"Psychologie/ Erziehungswissenschaften, 7",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1609.data.dc66ff5d-93ec-4f58-880f-97a357f1647c.txt,2,"instruktionen war sehr verständlich, 3-5 mal wurden die stimmen nicht abgespielt ",3,2,3,4,1,2,4,1,alles was unsicher/ fragend wirkte habe ich als ängstlich kategorisiert. alles was energisch oder bestimmt klang als wütend. wo ich die emotionen nicht raushören konnte ist meist eher bei wütend gelandet.,N,L,H,3,7,E,"",2025-02-03-16-49,2025-03-03-15-48,2025-03-03-16-13,25
s.de55d611-0cff-4c49-adc2-9971c6e3e6cb.txt,03032025,22,1,1,Psychologie,1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-1141.data.de55d611-0cff-4c49-adc2-9971c6e3e6cb.txt,1,es war alles verständlich nichts war komisch,3,3,2,5,2,1,5,1,Höhe und teife der Stimme und mit welcher Stärke /Ausdruck das Wort gesagt wurde,M,O,D,3,4,N,"",2025-02-05-12-19,2025-03-05-11-19,2025-03-05-11-44,25
s.dfab2bd6-dcc9-4dab-9c64-96ca133bd49c.txt,03032025,19,1,1,"Psychologie, 3. Fachsemester",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1701.data.dfab2bd6-dcc9-4dab-9c64-96ca133bd49c.txt,1,"",5,2,2,5,2,4,5,2,"Fast immer, wenn die Stimme am Ende hoch geht, habe ich das Gefühl, dass die Person unsicher ist und deswegen kann die Ängstlichkeit such erhöhen. Darum habe ich bei manchen Stimmen, die am Ende höher gesprochen wurde, als ""ängstlicht"" geklickt.",U,R,C,7,3,E,"",2025-02-03-17-38,2025-03-03-16-38,2025-03-03-17-05,27
s.e63d49a9-eb9a-4798-adaa-b70261107ad0.txt,03032025,25,2,1,"Sportmanagement/Psychologie, 7",1,"","","","","","","","","","","","","","","","","","","","","",2025-02-06-12-24,2025-03-06-11-24,"",""
s.ecf95d1f-3abb-49a8-b25d-155445774bfd.txt,03032025,23,1,3,HF Psychologie,1,"","","","","","","","","","","","","","","","","","","","","",2025-02-04-12-44,2025-03-04-11-44,"",""
s.f5ac85a4-4bb1-4057-bab6-90931164514a.txt,03032025,21,1,1,"Psychologie HF,1",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-03-1214.data.f5ac85a4-4bb1-4057-bab6-90931164514a.txt,1,"Die Instruktionen waren verständlich, man musste sich nur an die Aufgabe gewöhnen",3,4,2,3,1,4,5,1,ich habe auf die Stimmhöhe geachtet und ob das wort gegen Ende hin höher oder tiefer ausgespeochen wurde,A,I,J,4,9,Ä,"",2025-02-03-12-48,2025-03-03-11-48,2025-03-03-12-17,29
s.f67f1e73-7fee-4460-8cf4-e49f8c61b433.txt,03032025,24,2,1,"Psychologie, 1",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-1354.data.f67f1e73-7fee-4460-8cf4-e49f8c61b433.txt,1,Die Reaktionszeit war zu begrenzt und manchmal war es weder wütend noch ängstlich,3,3,3,2,2,3,4,3,Ich habe meine Augen geschlossen. Dadurch war es leichter für mich.,R,P,O,5,1,A,"",2025-02-04-14-27,2025-03-04-13-30,2025-03-04-13-57,27
s.f6bdde25-93d9-4864-b2f2-311564c428dd.txt,03032025,24,1,1,"Germanistik/Psychologie, 10",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-1019.data.f6bdde25-93d9-4864-b2f2-311564c428dd.txt,1,Es war alles verständlich.,5,2,2,4,2,5,5,1,"Irgendwann fiel es mir leichter, die unterschiedlichen Personen zu erkennen und anhand der Stimmfarben zu entscheiden, welche Person spricht. Danach habe ich dann entschieden, ob dies die wütende oder die ängstliche Variante ist.",V,E,J,1,2,N,"",2025-02-04-10-44,2025-03-04-09-44,2025-03-05-01-43,959
s.f7c1d1b8-a974-4d02-8b24-a4347e993b6e.txt,03032025,21,1,1,"Psychologie, 4.",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-05-1639.data.f7c1d1b8-a974-4d02-8b24-a4347e993b6e.txt,1,"Es war alles klar! Es schien, als wären einige Stimmen neutral und so fand ich sie schwer zuzuordnen.",2,3,2,4,2,3,5,3,"Als die Stimmen nacheinander abgespielt wurden, konnte man besser bewerten. Wobei ich die Männerstimme einfacer einzuordnen fand. Er hat bei Angst eine höhere Stimme gehabt, beim Ärger war die Stimme rau. Außerdem hat er bei Angst langsamer gesprochen. Bei der Frau war das etwas anders, wenn ich mich richtig erinnere, ist ihre Stimme bei Angst schneller geworden. Manchmal konnte ich Wut und Angst nicht unterscheiden.",Z,M,M,8,9,A,"",2025-02-05-17-17,2025-03-05-16-17,2025-03-05-16-45,28
s.f7e36e98-dedb-4e7c-8644-7f30880d6130.txt,03032025,22,1,1,"Kommunikationswissenschaft/ Psychologie, 7",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-0954.data.f7e36e98-dedb-4e7c-8644-7f30880d6130.txt,1,"",4,2,2,5,1,2,5,1,"",A,H,I,1,6,H,"",2025-02-04-10-14,2025-03-04-09-14,2025-03-04-10-00,46
s.fc6a1509-d0e9-4852-a880-d195fea49de0.txt,03032025,19,1,1,"Erziehungswissenschaften/Psychologie, 1.Fachsemester",1,"","",Identitäten_mitTopUp_JAVMEPS.2025-03-04-0931.data.fc6a1509-d0e9-4852-a880-d195fea49de0.txt,1, Die Instruktionen waren sehr verständlich!,5,3,2,4,2,5,5,2,Teilweise nach der Intonation(Stimme wird heller bei Angst und tiefer bei Wut),L,C,P,8,5,R,Vielen Dank! Eine sehr interessante Studie!,2025-02-04-10-04,2025-03-04-09-04,2025-03-04-09-35,31
